MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21530491,5300000,85637,-110.3782,31.356362,2154,5272,1941,13,10,10500,0,"Dishwasher, Freezer, Refrigerator, Oven",6,"Mexican Tile, Wood",0
21529082,4200000,85646,-111.045371,31.594213,1707,10422.36,1997,2,2,7300,0,"Dishwasher, Garbage Disposal",5,"Natural Stone, Other",0
3054672,4200000,85646,-111.040707,31.594844,1707,10482,1997,2,3,None,None,"Dishwasher, Garbage Disposal, Refrigerator",5,"Natural Stone, Other: Rock",None
21919321,4500000,85646,-111.035925,31.645878,636.67,8418.58,1930,7,5,9019,4,"Dishwasher, Double Sink, Pantry: Butler, Refrigerator",4,"Ceramic Tile, Laminate, Wood",None
21306357,3411450,85750,-110.813768,32.285162,3.21,15393,1995,4,6,6396,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Concrete",55
21528016,3250000,85718,-110.910593,32.33909,1.67,27802.84,1999,3,4,6842,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood, Other",422
21610478,2400000,85712,-110.883315,32.261069,2.1,19038.42,2001,9,8,12025,4,"Dishwasher, Garbage Disposal, Oven",6,"Carpet, Natural Stone, Wood, Other",0
21211741,2500000,85750,-110.861002,32.331603,1.07,21646,2011,6,8,8921,4,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",220
21324646,3700000,85718,-110.912156,32.343601,6.73,25094.39,2002,5,7,5238,3,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone, Wood, Other",421
21812010,3250000,85750,-110.83795,32.327575,3.53,18936.11,2007,5,6,6480,3,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: CORIAN, Microwave: Built In, Oven: Built In",2,"Carpet, Concrete",141.67
21900396,2776518,85640,-111.045441,31.562121,147.18,7330.36,1935,5,5,5067,5,"Freezer, Refrigerator, Appliance Color: Stainless, Countertops: wood and granite, Oven: 2 ovens-Main 1-GH",5,"Concrete, Natural Stone, Wood",None
21131956,2050000,85718,-110.918294,32.341609,1.65,24353,2009,5,6,7230,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",357
21217839,2100000,85637,-110.736202,31.721347,29.6,11723,1995,6,7,6454,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Mexican Tile, Natural Stone, Wood",0
21625369,2200000,85658,-111.049837,32.483063,1.82,5198.58,2015,4,6,5826,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,148
21534099,3000000,85739,-110.883068,32.508778,0,29669,2008,3,3,3095,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood","20,000"
21225585,2600000,85739,-110.883252,32.507699,0,18044,2008,3,3,3095,0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21700487,3000000,85750,-110.843588,32.327533,3.1,24040.26,2002,3,6,7756,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Black, Countertops: Granite",3,"Carpet, Natural Stone",142
21300933,2500000,85718,-110.942458,32.350702,1.25,19565.2,2010,4,5,5338,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone",173
21324339,2600000,85739,-110.883239,32.50904,0,17567.18,2008,3,3,3095,0,"Dishwasher, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21400806,2800000,85750,-110.837572,32.328412,93,22320,1983,4,5,6050,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Concrete, Natural Stone, Wood",167
21207846,2600000,85739,-110.883065,32.508778,0,8753.35,2008,3,3,3095,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21301309,2000000,85750,-110.848679,32.321134,0.64,11322,2001,5,6,7471,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood, Other",123
21503191,2400000,85718,-110.918097,32.337925,3.42,22655.99,2005,4,7,6356,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",421
21331920,1950000,85718,-110.933703,32.304249,13.16,16354,1936,7,8,5645,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",7,"Carpet, Concrete, Mexican Tile",0
21701192,2400000,85750,-110.809735,32.280309,0.64,13519.82,1998,3,4,4651,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Marble",3,"Carpet, Ceramic Tile, Natural Stone",300
21828650,2550000,85718,-110.922044,32.290263,2.84,22070.48,2004,5,8,8110,4,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Countertops: granite",6,"Carpet, Concrete, Natural Stone, Wood",194
21830939,2600000,85739,-110.883055,32.508861,0.15,30072.26,2008,3,3,3095,0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Concrete, Microwave: Drawer",3,"Natural Stone, Wood","1,717"
21810373,2350000,85658,-111.039845,32.451596,13,31275,2007,3,5,5391,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Microwave: Built In, Oven: Double Wall",6,Concrete,342
21332804,2175000,85718,-110.910663,32.338282,1.27,21795.32,1997,5,6,7132,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",2,"Carpet, Natural Stone",422
21424469,2500000,85609,-110.095713,32.057222,1048.18,2441.6,1985,2,2,2895,0,"Refrigerator, Oven",1,"Carpet, Mexican Tile, Other",0
21906412,2350000,85750,-110.858327,32.331597,1.55,5931,2018,6,6,6083,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",3,Natural Stone,240
21903141,2100000,85718,-110.913573,32.337226,1.01,5785,2019,4,5,5767,3,"Desk, Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite & Quartz, Microwave: Stainless, Oven: Stainless",3,"Carpet, Other: Porcelain",437
21402096,1900000,85750,-110.84391,32.32846,1.16,16714,2002,4,4,5333,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",112
21120740,2050000,85718,-110.945806,32.353228,3.22,26856.69,2010,4,6,6226,5,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Other",199
21032556,2150000,85718,-110.915749,32.338765,1.91,20960.92,2000,4,6,6224,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Other",357
21307177,2495000,85637,-110.740635,31.720431,131,1220.32,0,13,15,13000,0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Mexican Tile",0
21709268,2000000,85718,-110.937229,32.300525,3.72,16276,1935,7,6,7569,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Concrete, Natural Stone, Wood",0
21728051,2200000,85750,-110.843873,32.328339,2.2,20084,2002,4,4,5333,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Natural Stone",178
21320351,2200000,85640,-111.043773,31.562102,147.18,3902,1935,5,5,4317,5,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",4,"Ceramic Tile, Mexican Tile",0
4113243,2200000,85640,-111.04463,31.562185,147.18,3902.44,1935,5,4.5,4963,5,"Dishwasher, Freezer, Garbage Disposal, Pantry: Walk-In, Refrigerator",4,"Carpet, Mexican Tile",None
21221120,2224506,85658,-111.096767,32.467444,0.77,1286.59,2012,3,4,4724,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",550
21801268,2152700,85718,-110.885186,32.327916,1.55,16052.89,2009,5,7,6755,3,"Dishwasher, Double Sink, Gas Range, Indoor Grill, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: stainless, Oven: stainless",4,"Carpet, Natural Stone, Wood",258
21300209,1900000,85718,-110.931119,32.290474,1.08,26642.7,2008,5,8,7831,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Natural Stone, Wood",0
21911058,2110000,85718,-110.951287,32.347679,2.66,20530.88,2012,4,7,7150,4,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: wolf, Oven: wolf",4,"Carpet, Natural Stone, Vinyl",188
21824716,2331000,85718,-110.941781,32.35081,1.26,6656.2,2018,4,6,5550,4,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: quartz",1,Ceramic Tile,169
21512684,2200000,85755,-110.969086,32.462364,3.16,26641.26,2002,4,7,7280,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",124
21707019,2296443,85658,-111.096171,32.467398,0.91,1896.71,2018,3,4,4850,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator",2,"Carpet, Natural Stone",550
21605559,2197500,85750,-110.860852,32.330665,1.14,7292,2016,6,6,6202,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",220
21600003,1850000,85658,-111.03963,32.455202,8.41,22677.81,2008,4,8,7182,4,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator",6,"Natural Stone, Wood",320
21818418,1800000,86024,-111.228462,34.596971,59.3,4509.9,2003,2,3,1999,2,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Microwave: built in",1,"Carpet, Wood, Other: Brick",None
21602043,1800000,85750,-110.84556,32.327714,1.32,20206,2002,4,7,6800,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Wood, Other",142
21304804,1720000,85750,-110.842141,32.275319,19,14631.69,1954,3,5,5042,0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Ceramic Tile, Mexican Tile, Wood",0
21633384,1950000,85755,-110.992676,32.464204,1.18,21063,2002,4,6,6622,6,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Marble & Granite",3,"Carpet, Natural Stone, Other: Brick Pavers",213
21424173,2150000,85739,-110.88366,32.509721,0,19060.81,2008,2,3,2729,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood","20,000"
21521984,2037500,85718,-110.91839,32.343176,3.26,32442.22,2003,3,5,9630,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",421
21704772,1920000,85718,-110.910653,32.338271,1.27,24316,1997,5,6,7132,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",422
21419075,1999500,85718,-110.942588,32.349069,1.09,15250.76,2002,4,5,5795,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",153
21601233,1750000,85718,-110.877379,32.331167,1.31,10956.02,1994,4,6,4907,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",258
21317132,2117552,85658,-111.092958,32.472956,0.63,1340.87,2014,3,4,3276,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21528215,2000000,85749,-110.767568,32.301553,3.72,17077.5,2004,5,5,8265,5,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",105
21706549,1995000,85750,-110.860305,32.323825,1.15,3292,2017,6,6,6107,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator",3,Natural Stone,55
21816349,2000000,85715,-110.862142,32.264695,103,7069.16,1967,3,5,3969,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Countertops: granite, Microwave: yes, Oven: yes",1,Wood,None
21808178,1295000,85637,-110.683575,31.684722,273.03,8411.94,1995,3,4,2681,6,Dishwasher,1,Mexican Tile,None
21921151,1950000,85658,-111.063603,32.45318,3.57,14425.8,2013,2,3,3140,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Other, Countertops: Ceaserstone, Microwave: Built In Wall, Oven: Built In Wall",3,"Carpet, Ceramic Tile, Natural Stone",148
21500672,1775000,85658,-111.095814,32.471097,0.46,14748.57,2008,5,6,5349,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",550
21427645,1600000,85750,-110.864694,32.331871,1.04,14202,1994,5,8,6677,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Concrete, Natural Stone, Wood",220
21513759,1995000,85718,-110.912989,32.341088,1.88,27781.84,2004,4,6,6236,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",422
21229338,1800000,85712,-110.883315,32.261069,2.1,23156.58,2001,9,8,10258,4,"Dishwasher, Garbage Disposal, Oven",6,"Carpet, Natural Stone, Wood, Other",0
21304760,1750000,85718,-110.922363,32.312618,1.22,10780,2004,5,5,5338,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,159
21806714,1897000,85750,-110.84556,32.327725,1.32,21910,2002,4,7,6800,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: Granite, Oven: Oven",4,"Carpet, Wood, Other: Flagstone",142
21800057,1800000,85718,-110.908631,32.299399,1.42,4127.07,2018,5,6,5634,4,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite",3,"Carpet, Natural Stone",193
21902520,1950000,85715,-110.856406,32.255235,1.97,10191.82,2013,4,6,5097,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: slate/honed Granite, Microwave: Thermador, Oven: Thermador",4,"Ceramic Tile, Concrete, Wood, Other: Marble-Master Bath",69
21826787,1800000,85718,-110.930531,32.292393,5.28,12074.17,1943,5,4,5324,2,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: GRANITE",3,Concrete,None
21909947,1950000,85718,-110.915343,32.288005,1.57,3767.38,2019,4,6,4714,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless",2,Concrete,208
21905469,1500000,85658,-111.036573,32.45575,4.15,23880.63,2009,3,4,5440,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Viking, Oven: Gas",3,Ceramic Tile,342
21129203,1795000,85718,-110.913897,32.33625,0.86,12529,2005,5,5,6299,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",50
21731870,1700000,85749,-110.760047,32.238923,18.17,8602.57,1953,4,4,2385,0,Electric Range,2,"Ceramic Tile, Concrete",None
21604057,1751330,85718,-110.943375,32.348627,1.16,21083.04,2009,5,6,7756,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",169
21616189,1775000,85718,-110.951287,32.347679,2.66,25315.81,2012,4,7,7150,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",168
21202108,1900000,85750,-110.858992,32.332548,1.3,11690.67,2006,4,5,5843,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Concrete",191
21226060,1912500,85718,-110.920123,32.28567,2.22,16702,2008,5,8,6602,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",194
21222026,1890000,85715,-110.859528,32.262883,1.17,8437.36,1968,4,5,4801,3,"Dishwasher, Refrigerator, Microwave, Oven",2,"Concrete, Wood",79
21801745,1750000,85718,-110.875675,32.335414,3.81,15484,1982,4,6,6354,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Water Purifier, Countertops: granite, Microwave: Wolf, Oven: Wolf",4,"Carpet, Natural Stone",None
21900189,1860000,85718,-110.942071,32.350188,1.09,5943.38,2018,5,5,5764,4,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave",3,"Carpet, Ceramic Tile, Natural Stone",157
21728412,1825000,85718,-110.919685,32.342472,1.02,18578.95,1995,5,7,7451,3,"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Countertops: Granite, Oven: Double",4,"Ceramic Tile, Natural Stone, Wood, Other: Marble, Granite",323
21506488,1400000,85750,-110.807964,32.282133,0.32,7434,1999,3,4,3058,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood","1,100"
21230229,1700000,85718,-110.924011,32.34114,0,17874.58,2005,5,6,6719,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,250
21111686,1750000,85718,-110.924898,32.310463,1.08,16026.21,2006,5,6,6264,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,158
21409830,1909299,85658,-111.096949,32.467874,0.46,1609.59,2015,3,4,3276,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",550
21625846,1750000,85749,-110.76159,32.302163,3.71,13947.44,2005,4,6,6239,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",127
21722350,1658695,85718,-110.913585,32.341397,2.18,23203,2001,4,7,7185,3,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis",2,"Carpet, Ceramic Tile, Other: Marble",422
21604114,1675000,85718,-110.94552,32.350191,1.15,17921,2007,4,5,5813,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",169
21619445,1800000,85658,-111.063488,32.461205,2,1974,2016,3,4,5000,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Other",149
21705708,1960000,85718,-110.894648,32.335454,4.2,17435.04,2001,5,8,7043,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Natural Stone",83
21204564,1600000,85658,-111.089977,32.466875,0.65,5121,2011,3,4,3625,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",118
21317138,1680000,85750,-110.866463,32.331701,1.26,3646.42,2013,5,5,5432,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",220
21221092,1750000,85658,-111.095519,32.471311,0.47,11139.1,2008,4,5,4724,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,550
21901825,1937000,85658,-111.093751,32.470017,0.58,1989.9,2019,4,5,3620,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range",2,Natural Stone,550
21409831,1831392,85658,-111.097132,32.468215,0.46,1609.59,2015,3,4,3276,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21412375,1650000,85658,-111.036562,32.455744,4.15,18658,2009,3,4,5440,3,"Dishwasher, Refrigerator, Microwave, Oven",3,Concrete,250
21522589,2100000,85718,-110.885186,32.327907,1.55,15668.99,2009,5,7,6755,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",258
21814436,1450000,85624,-110.738083,31.533643,164.3,0,1997,1,1,3576,0,Missing: All Appliances,0,Concrete,None
21326674,1700000,85750,-110.846362,32.32963,1.12,17898,2002,4,5,6400,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Concrete, Natural Stone",123
21601186,1625000,85718,-110.935902,32.305132,4.01,17309.98,1981,5,6,6050,3,"Dishwasher, Refrigerator, Microwave",9,"Concrete, Wood",0
21601560,1500000,85718,-110.949807,32.344544,1.36,14846.62,2003,4,5,5276,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",158
21705735,1744900,85658,-111.059749,32.453961,2.19,16352.08,2008,3,4,4817,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",142
21206095,1650000,85658,-111.044736,32.444906,3.3,13874.6,2008,4,5,6496,4,"Dishwasher, Freezer, Refrigerator, Microwave, Oven",4,Concrete,0
21417996,1700000,85755,-110.995365,32.473032,1.77,7204.38,2012,4,5,4321,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",142
21422109,1650000,85750,-110.841828,32.319575,1,12094.04,2006,4,5,5600,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",0
21615519,1715000,85750,-110.864627,32.332365,1.02,15580.64,2003,5,6,6238,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,219
21512252,1700000,85658,-111.094521,32.468716,0.85,1795.34,2014,4,5,4724,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",550
21202800,1500000,85750,-110.848033,32.320662,1.04,12870,1998,4,6,5838,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Wood, Other",88
21218186,1500000,85750,-110.832822,32.324816,0.83,15541,2007,3,4,5112,4,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",50
21304206,1600000,85755,-111.001545,32.469205,1.02,12718,2008,3,4,4411,2,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,153
21704185,1550000,85658,-111.061767,32.466473,2.06,15981.8,2007,3,4,3670,3,"Dishwasher, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",127
21823642,1695000,85718,-110.917749,32.300739,1.11,19110.45,2008,6,6,7855,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Butler, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Microwave: Stainless, Oven: 2 OVENS",3,"Carpet, Natural Stone, Wood",180
21713244,1645000,85718,-110.877434,32.33054,0.97,13214.97,2011,6,5,5443,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",4,"Carpet, Natural Stone",259
21402064,1450000,85750,-110.838615,32.329529,6.52,12737.71,1993,4,5,4897,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood",128
21123657,1700000,85750,-110.844064,32.329358,0.48,10061,1998,3,3,3871,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3,"Carpet, Ceramic Tile",117
21509039,2272554,85658,-111.097984,32.472085,2.45,2593.23,2015,3,4,4724,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood",550
21525697,1768000,85658,-111.093975,32.469749,0.6,1795.34,2016,3,4,4100,3,"Dishwasher, Freezer, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21808730,1865705,85658,-111.094305,32.472169,0.61,1989.9,2018,3,4,3300,3,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator",3,"Carpet, Natural Stone",None
21427813,1600000,85715,-110.859359,32.263948,1.06,9301.41,2002,5,5,5954,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",48
21513530,1675000,85745,-111.070641,32.225806,3.4,9083.19,2008,4,4,6550,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",0
21609967,1610000,85718,-110.946612,32.341676,1,5178,2016,4,5,4427,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,153
21303975,1600000,85718,-110.917606,32.296197,3.5,11720,2000,4,7,7037,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",6,"Carpet, Ceramic Tile, Natural Stone, Wood",130
21300903,1600000,85658,-111.046669,32.481937,1.7,18373,2008,4,5,6050,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",132
21714557,1647313,85750,-110.848604,32.321979,0.5,17095,1998,6,8,8213,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",135
21905180,1690000,85718,-110.948431,32.348022,1.48,13525,2005,5,5,4779,4,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Stainless",3,"Natural Stone, Wood",157
21721961,1695000,85658,-111.052,32.4831,1.5,21602,2008,4,5,5376,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Butler, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: GRANITE",3,"Natural Stone, Wood",152
21902018,1595000,85750,-110.843481,32.299534,0.86,15324.8,2000,5,6,6938,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: yes, Oven: yes",3,"Carpet, Concrete, Laminate, Natural Stone",33
