MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21709696,735000,85739,-110.883251,32.456983,7.96,5255.76,1987,4,3,3500,3,Dishwasher,2,Carpet,0
21728518,775000,85749,-110.754271,32.238183,3.92,5790.03,2004,4,4,3328,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Countertops: granite, Oven: yes",1,"Carpet, Concrete, Laminate",None
21708007,690000,85704,-110.960235,32.382697,1,7283,1987,6,4,4774,5,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: granite, Oven: double",2,"Carpet, Ceramic Tile",0
21710241,730000,85749,-110.732457,32.26677,3.32,5879,1995,5,3,3641,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Black",2,"Carpet, Mexican Tile",0
21722184,700000,85739,-110.859498,32.543627,0.29,5081.22,2006,3,4,3340,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: Slab Granite, Microwave: GE Monogram, Oven: Double - GE Monogram",1,"Carpet, Ceramic Tile",170
21807372,740000,85750,-110.868503,32.324092,0.48,7883.3,1998,5,4,3555,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: granite, Oven: Double",3,"Carpet, Ceramic Tile",40.77
21811358,750000,85750,-110.858393,32.282655,0.87,5423.88,1982,4,3,3167,3,"Dishwasher, Electric Range",1,"Carpet, Natural Stone",None
21728648,760000,85755,-110.949322,32.451794,0.9,7979.3,1999,3,3,3189,3,"Dishwasher, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless",1,"Carpet, Natural Stone",137
21806893,775000,85718,-110.944338,32.314912,0.8,6076.78,1984,3,3,3154,3,"Dishwasher, Electric Range, Island, Refrigerator, Countertops: Quartz, Microwave: Convection, Oven: Convection",2,"Carpet, Ceramic Tile, Wood",5
21822619,765000,85755,-110.984011,32.425815,1.2,7291.55,2000,4,3,3130,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Wet Bar, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Natural Stone",85
21818945,690000,85718,-110.890689,32.332996,1.05,7949.66,1997,2,3,3338,2,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Lazy Susan, Refrigerator, Reverse Osmosis, Appliance Color: White, Microwave: Built in, Oven: Built in",2,"Carpet, Ceramic Tile",84
21727850,695000,85718,-110.882996,32.332622,1.06,9597.15,1969,4,5,5182,2,"Dishwasher, Double Sink, Garbage Disposal, Indoor Grill, Island, Refrigerator, Appliance Color: Other, Countertops: granite, Oven: double",3,"Ceramic Tile, Mexican Tile, Natural Stone, Wood",258.08
21901425,750000,85750,-110.860324,32.329726,0.83,6423.72,1994,4,3,2859,2,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",1,"Carpet, Mexican Tile",43
21807116,710000,85637,-110.709011,31.791821,19,7797.83,1990,3,2,5461,2,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Sharp, Oven: Dacor",1,"Carpet, Ceramic Tile, Concrete, Wood",25
3052969,750000,85622,-111.00264,31.846861,4.58,4578,1977,5,4,None,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Warming Drawer, Wet Bar, Appliance Color: Stainless, Microwave: Micro/Trivection, Oven", ,"Natural Stone, Other: Travertine & Slate",None
21812679,710000,85718,-110.900283,32.315676,0.59,8696,2002,4,4,4574,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Natural Stone",17
21911438,735000,85750,-110.843265,32.291497,2.5,9927.52,2004,4,4,3419,3,"Dishwasher, Electric Range, Garbage Disposal, Island, Reverse Osmosis, Microwave: Under cabinet, Oven: Double",1,"Carpet, Laminate, Other: Porclain Tile",None
21918491,740000,85745,-110.986128,32.218701,0.06,6349.84,2007,4,3,2242,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Microwave: stainless",1,"Carpet, Concrete",99
21818181,783750.13,85658,-111.09693,32.443745,2.52,2126.69,2019,4,4,2756,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite/Quartz, Microwave: Bertazzoni, Oven: Bertazzoni",1,Concrete,100
21524342,720000,85750,-110.839405,32.319229,0.39,10099.86,1992,4,3,4007,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Other",135
21807147,740711,85716,-110.927643,32.273335,0.45,4418.33,1988,4,4,3020,2,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Reverse Osmosis, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite/Wood, Microwave: Stainless, Oven: Stainless",4,Concrete,None
21812277,735000,85715,-110.847125,32.262861,0.5,8559.4,1988,4,3,3908,0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: granite, Microwave: yes",3,Concrete,None
21711832,760000,85742,-111.013578,32.389463,3.95,8494.76,2004,5,5,4877,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood",53
21309749,745000,85718,-110.953278,32.331318,0.8,7580.53,2006,5,4,4077,3,None,4,"Concrete, Wood, Other",0
21812618,750000,85749,-110.771016,32.30529,2.47,5119.73,1989,2,3,4595,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: stainless, Oven: stainless",2,"Carpet, Concrete, Wood, Other: travertine",42
21812907,735480,85755,-110.976564,32.460364,1,10923.39,2013,4,3,3003,2,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: granite, Oven: GE Monogram",2,"Carpet, Natural Stone",213
21708234,750000,85718,-110.886447,32.325057,0.61,5550.32,2010,4,3,3114,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",258
21805433,805635,85755,-110.975165,32.463661,0.26,10000,2018,3,4,2751,2,"Dishwasher, Garbage Disposal",0,"Carpet, Natural Stone, Wood",194
21426425,745000,85718,-110.879113,32.275177,0.57,6709.46,2005,4,4,3964,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",62
21708059,772279,85755,-110.987162,32.46744,0.63,616.74,2018,4,3,2770,4,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Appliance Color: Stainless, Countertops: Granite",0,Other: Porcelain Tile,100
21331753,770000,85749,-110.718042,32.271076,3.55,3733,2000,3,3,3122,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",0
21411813,750000,85755,-111.02173,32.426156,3.31,8479.53,2007,5,5,3810,6,"Compactor, Dishwasher, Garbage Disposal, Microwave, Oven",3,"Carpet, Ceramic Tile",0
21519717,740000,85718,-110.926298,32.325369,0.83,6118,2004,4,4,3925,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile, Natural Stone, Wood",11
21130612,690000,85716,-110.920425,32.224434,0.52,9867.23,1935,5,6,3989,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Concrete, Mexican Tile, Wood",0
21728667,745000,85737,-110.990351,32.398421,0.55,8076.95,1995,3,4,3517,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: granite",1,"Carpet, Ceramic Tile, Natural Stone",45
21828575,770000,85745,-110.986678,32.219062,0.07,3801.79,2008,3,2,2100,2,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Butler, Prep Sink, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Included, Oven: Gas",1,"Concrete, Wood, Other: Mesquite wood floors",99
21400515,725000,85750,-110.868714,32.31711,0.89,5262,1987,4,4,3882,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Concrete, Wood",39
21601565,745000,85710,-110.850206,32.232134,1.3,8724.87,2006,4,4,4012,3,"Dishwasher, Garbage Disposal, Microwave, Oven",5,Carpet,0
21207527,769900,85718,-110.877309,32.274192,0.5,7983,2002,5,4,3929,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile",63
21626710,745000,85737,-110.943934,32.398648,1.43,7712.05,1998,4,4,3425,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Concrete",100
21627790,750000,85739,-110.855742,32.552416,0.32,829.42,2015,3,4,2928,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",165
21419514,750000,85749,-110.704338,32.246575,5.15,5575.64,1991,4,4,3484,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Mexican Tile",18
21401621,735000,85750,-110.867879,32.329662,0.92,5631.06,1995,4,4,3759,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",40
21416816,740000,85718,-110.905207,32.317611,0.43,5154,1994,4,3,3292,3,"Dishwasher, Garbage Disposal, Oven",3,"Carpet, Concrete",126
21508845,725000,85718,-110.934773,32.293582,1.47,5432,1949,4,4,3238,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3,Mexican Tile,0
21517965,730000,85718,-110.898361,32.297206,0.87,4849.72,1987,5,4,3836,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave",1,"Carpet, Mexican Tile, Wood",0
21530067,745000,85750,-110.829243,32.277245,0.71,7104.34,2004,4,4,4018,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",52
21607608,750000,85704,-110.973226,32.30912,2.49,5025,1966,3,3,3419,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,3
21602311,740000,85718,-110.936049,32.346882,0.83,7238,1981,4,3,3912,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Mexican Tile,100
21202543,750000,85718,-110.89612,32.324533,0.81,4990.6,1978,3,4,3580,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",5
21301417,769000,85755,-110.968366,32.46165,0.82,6321,2005,3,3,3531,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,79
21717627,712000,85730,-110.767163,32.17519,3.63,10146.11,2015,4,5,4255,3,"Dishwasher, Garbage Disposal, Refrigerator",3,"Carpet, Ceramic Tile",0
21807471,750000,85715,-110.852943,32.255175,0.77,5916.74,1955,3,3,3581,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: marble & granite",3,"Carpet, Ceramic Tile, Wood, Other: Brick",144
21826625,760000,85623,-110.921528,32.585884,0.25,3894.86,2009,3,4,2922,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Black, Countertops: Granite, Microwave: GE Monogram, Oven: x 2, GE, Electric",1,"Carpet, Ceramic Tile",194.51
21901494,745000,85623,-110.917384,32.589664,0.22,4381.02,2015,3,4,2871,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite/Quartz, Microwave: GE Monogram, Oven: GE Monogram",1,Ceramic Tile,225
21432116,745000,85750,-110.860668,32.315365,1.3,5380.38,1979,4,3,3463,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",42
21226539,779840,85658,-111.054923,32.439124,3.3,3152.4,2014,4,4,3100,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",100
21711093,737000,85755,-111.000354,32.428877,3.32,7382.03,2003,4,3,3534,3,"Dishwasher, Garbage Disposal, Island, Refrigerator, Appliance Color: Stainless",3,"Carpet, Ceramic Tile, Natural Stone",0
21616129,766735,85755,-110.984432,32.464782,0.24,416.45,2016,2,3,2550,3,"Dishwasher, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile",167
21505565,690000,85750,-110.831322,32.320549,1.37,6381.25,1993,4,3,3380,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Concrete",80
21608493,757500,85737,-110.947087,32.415894,1.01,8477,2001,4,3,3315,3,"Dishwasher, Garbage Disposal, Microwave, Oven",3,"Carpet, Natural Stone",75
21618447,752500,85750,-110.869204,32.323897,0.47,7419.32,1998,5,3,3580,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",41
21701039,745000,85658,-111.078121,32.463759,0.31,10106.31,2002,2,3,2233,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",269
21212854,757000,85745,-111.101207,32.245465,3.68,6760.83,1999,4,5,5094,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Ceramic Tile, Natural Stone, Wood",50
21303310,740000,85739,-110.858585,32.544451,0.34,3893.06,2009,2,3,2681,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",140
21708769,700000,85745,-111.041471,32.245448,1.09,6936.62,1997,4,4,3530,2,"Garbage Disposal, Refrigerator, Microwave, Oven",2,Concrete,58
21707273,735000,85749,-110.76999,32.254212,3.33,4406,2002,4,3,3569,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Ceramic Tile,0
21702370,745000,85742,-111.032691,32.409326,3.31,6077.05,2006,5,3,4000,2,"Dishwasher, Garbage Disposal, Refrigerator",2,Concrete,0
21821696,765000,85745,-110.986677,32.218946,0.07,3801.79,2008,3,3,2100,2,"Dishwasher, Garbage Disposal, Island",0,"Concrete, Wood",99
21824691,750000,85755,-111.028633,32.437797,3.31,7463.74,2008,5,3,3860,2.5,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: stainless, Oven: double ovens",1,"Carpet, Ceramic Tile",None
21911798,742000,85719,-110.943156,32.232543,0.24,5509.68,1948,4,3,2835,0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Overhead, Oven: electric",1,"Ceramic Tile, Wood",None
21912829,753000,85718,-110.886948,32.299079,2.12,5637,1969,4,3,4047,2,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: QUARTZ, Microwave: BUILT IN, Oven: DOUBLE Ovens",1,"Carpet, Ceramic Tile, Wood, Other: Slate",5
21628718,727000,85718,-110.890085,32.30416,1.51,7781.1,1999,5,5,4230,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Black, Countertops: Quartz",2,Ceramic Tile,170
21514405,730000,85750,-110.814837,32.262376,3.5,4329.02,1979,4,3,3117,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Mexican Tile",34
21700144,757000,85755,-111.010447,32.450315,7.38,8778.39,1993,5,5,4426,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Mexican Tile",41
21806281,750000,85737,-110.971901,32.394764,0.82,6254,1965,4,3,3369,2,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless",1,"Carpet, Natural Stone",6.25
21329897,762418,85750,-110.835536,32.314812,0.92,862.36,2013,4,5,4334,3,"Dishwasher, Garbage Disposal, Microwave, Oven",0,"Carpet, Ceramic Tile",55
21300652,762393,85750,-110.832873,32.315192,0.89,862.36,2012,4,4,3811,3,"Dishwasher, Refrigerator, Microwave",1,"Carpet, Ceramic Tile, Wood",55
21620055,750000,85742,-111.030569,32.355038,1.3,9280.89,1984,5,6,5900,3,"Dishwasher, Garbage Disposal, Island, Refrigerator",1,"Carpet, Ceramic Tile",63
21312049,733000,85737,-110.988674,32.403253,0.82,6412.92,2002,4,3,3312,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",65
21728495,751000,85716,-110.925027,32.217858,1.12,5760.44,1955,3,3,3054,2,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Countertops: quartz, Microwave: ., Oven: .",1,"Natural Stone, Wood",None
21824466,740000,85745,-111.040193,32.246917,1.37,5788.74,1997,4,4,4208,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Ceramic Tile, Natural Stone",65
21821986,812770,85749,-110.733204,32.255755,1.3,1151.21,2018,3,4,2635,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Oven: Gas",1,"Carpet, Ceramic Tile",125
21908018,759900,85718,-110.928785,32.333043,1.61,7338.03,1995,4,4,3411,3,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator",2,"Carpet, Other: brick pavers",None
21402131,759500,85750,-110.843645,32.303987,0.83,7545,1999,4,3,3453,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Ceramic Tile,40
21400714,680000,85750,-110.858319,32.325481,0.89,4436.7,1989,3,4,3837,2,Refrigerator,3,"Carpet, Wood, Other",40
21401281,725000,85755,-110.967718,32.461886,0.83,6785.34,1999,3,3,3001,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Mexican Tile,107
21429590,759000,85658,-111.055072,32.417571,0.18,1292.52,2014,3,3,3011,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Concrete",51
21432406,745000,85755,-110.967961,32.462494,1.05,7238.54,2000,4,3,3473,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Mexican Tile",100
21508553,759000,85718,-110.928302,32.333205,1.2,6001,1995,5,5,3869,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile",0
21508873,725000,85718,-110.904811,32.320932,0.57,6073.37,1996,5,3,3365,3,"Dishwasher, Garbage Disposal, Microwave, Oven",2,"Ceramic Tile, Natural Stone, Wood",129
21207788,735000,85718,-110.920158,32.296104,1,6383,2000,4,4,3433,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",145
21301052,736000,85749,-110.731132,32.301394,3.3,4770.01,2000,4,3,3682,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Natural Stone",0
21308860,700000,85750,-110.843537,32.325918,0.32,5846,1995,4,3,3254,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",122
21328030,745000,85718,-110.940366,32.317897,0.95,5216,1981,4,4,3936,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Wood",16
21723361,740000,85750,-110.866236,32.320571,1.04,7082.12,1995,3,3,3134,2,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Tile",2,"Mexican Tile, Wood",41
21732599,719000,85718,-110.893561,32.329752,0.87,7250.32,2012,3,3,3176,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless Steel, Oven: Stainless Steel",1,"Carpet, Natural Stone, Wood",None
21813236,735000,85742,-111.019785,32.389144,0,6460.36,2005,4,4,3476,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator",2,Ceramic Tile,55.58
21033747,737500,85739,-110.861144,32.543028,0.35,4237.9,2005,3,4,3602,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Other,133
21828745,730000,85750,-110.864799,32.316681,0.85,7442.01,1988,4,3,3552,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: On shelf, Oven: Electric",3,Ceramic Tile,43
21214413,742000,85750,-110.818415,32.262321,6.7,10875,1963,6,5,5328,2,"Compactor, Dishwasher, Garbage Disposal, Oven",2,"Carpet, Concrete",0
21912468,745000,85737,-110.960026,32.41151,0.59,1214,2019,4,4,3480,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: granite",0,"Carpet, Ceramic Tile",110
21327749,725000,85737,-110.947127,32.38467,0.85,8180.34,1993,4,3,3686,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Mexican Tile,68
21324381,725000,85737,-110.987406,32.408856,1.76,7547.96,2002,4,4,4458,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Wood",51
21416592,710000,85643,-110.199995,32.50968,94.68,527,1986,2,3,2763,3,"Dishwasher, Refrigerator, Oven",1,"Carpet, Wood",0
21404700,725000,85750,-110.873231,32.2775,0.67,5270,1983,4,4,4647,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Natural Stone",15
21418912,734500,85718,-110.924654,32.298112,1,6964,2002,4,4,4086,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Ceramic Tile,0
21332101,671179,85748,-110.74214,32.226416,3.33,5222,1995,4,3,3261,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",55
21405397,735000,85718,-110.933609,32.33981,0.97,3808.41,2014,3,3,2706,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",25
21432316,700000,85755,-111.003714,32.439354,7.12,9156.41,1983,3,3,3879,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile",42
21431365,745000,85749,-110.810122,32.253375,3.35,3912.6,1952,7,5,4460,1,"Dishwasher, Garbage Disposal, Microwave, Oven",2,"Carpet, Ceramic Tile, Vinyl",0
21502166,725000,85718,-110.916615,32.292156,2.07,7245,1996,4,4,3328,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",194
21501456,695000,85750,-110.823537,32.287211,1.03,6254.1,2003,4,3,3614,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",110
21425451,740000,85718,-110.93192,32.336971,1.03,5609,1994,4,4,3669,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven",2,Ceramic Tile,100
21428901,750000,85749,-110.778271,32.260216,4,4032,1988,3,3,2692,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Other,0
21428064,720000,85742,-111.037442,32.439237,4.61,5241.37,2003,4,3,3166,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",0
21512860,715000,85718,-110.896624,32.329149,1,4234,1966,4,4,4495,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Natural Stone, Wood",0
21504244,735000,85718,-110.913917,32.3359,0.84,6322,1986,5,3,3538,2,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",60
21521701,720000,85749,-110.783645,32.245817,3.49,6957,1995,3,3,4053,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Concrete",0
21522134,730000,85718,-110.900015,32.316001,0.43,6043,2002,4,4,3541,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",16
21520929,725000,85718,-110.94368,32.320632,1.84,7447,1976,5,4,4126,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Concrete",15
21600111,740000,85737,-110.986458,32.406556,1,6347.19,1992,4,3,3552,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Mexican Tile, Natural Stone, Wood",11
21601706,745000,85737,-110.969591,32.405875,0.37,6444.45,2004,4,3,3420,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",50
21507956,720000,85658,-111.096012,32.459902,0.61,8877.34,2007,3,4,3583,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Ceramic Tile",83
21609627,725000,85718,-110.908015,32.329107,0.73,5875.02,2002,3,3,2838,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Concrete,0
21434107,735000,85718,-110.954521,32.351067,4.01,5915.72,1959,6,4,3988,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Concrete",0
21518071,700000,85750,-110.830017,32.315101,3.8,10173,1994,4,4,4535,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile",0
21609382,730000,85750,-110.867786,32.322173,0.57,7464,1998,5,3,3608,3,"Dishwasher, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile",40
21615574,700000,85742,-111.019853,32.389173,1.26,6007.73,2005,4,4,3476,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Mexican Tile",56
21607308,732000,85745,-111.037011,32.22215,1.2,5950.27,2004,3,4,3645,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,38
21618191,715000,85755,-111.020429,32.431776,3.31,8976.88,2002,4,5,4529,5,"Compactor, Dishwasher, Garbage Disposal, Microwave, Oven",0,"Carpet, Ceramic Tile, Wood",0
21619253,720000,85749,-110.737508,32.302582,3.94,4771.2,2001,3,3,3278,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Concrete, Mexican Tile",0
21619530,640000,85715,-110.852755,32.252955,1.02,7800,1983,3,4,4692,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Carpet,144
